                x           y           z
4830   -16.670107  -26.866211   31.845940
4831   -16.174751  -27.104931   33.506768
4832   -15.912978  -27.231077   31.752583
4833   -16.181603  -27.101630   31.964253
4834   -16.252359  -27.067531   29.563638
4835   -16.347032  -27.021908   27.967780
4836   -15.637201  -27.363958   28.576089
4837   -15.516597  -27.422068   29.728425
4838   -14.815008  -27.760153   28.122164
4839   -14.705396  -27.812982   29.590194
4840   -14.360330  -27.979270   31.880424
4841   -14.315976  -28.000647   29.687164
4842   -14.570371  -27.878057   29.315140
4843   -15.400810  -27.477885   27.445295
4844   -15.479203  -27.440107   28.072773
4845   -15.756735  -27.306363   29.242166
4846   -15.701433  -27.333008   27.314788
4847   -16.033093  -27.173186   27.792013
4848   -16.666760  -26.867839   27.454158
4849   -17.583637  -26.426015   25.970105
4850   -17.213556  -26.604347   26.774451
4851   -17.447886  -26.491425   28.026127
4852   -17.423036  -26.503399   28.786603
4853   -17.414523  -26.507502   29.401808
4854   -17.034553  -26.690606   26.254052
4855   -17.315062  -26.555436   23.306848
4856   -16.910247  -26.750509   24.478448
4857   -17.292087  -26.566512   25.958874
4858   -17.011254  -26.701840   27.208350
4859   -16.127699  -27.127614   26.798100
4860   -15.886490  -27.243852   28.821763
4861   -15.955688  -27.210510   32.695811
4862   -16.221979  -27.082192   33.895710
4863   -16.003493  -27.187481   35.481721
4864   -16.245720  -27.070758   32.190587
4865   -16.378332  -27.006853   29.937570
4866   -16.860492  -26.774505   28.337052
4867   -16.083064  -27.149131   24.913151
4868   -15.546109  -27.407871   23.075230
4869   -15.933653  -27.221114   24.868192
4870   -16.554480  -26.921940   27.973441
4871   -17.459524  -26.485816   33.033019
4872   -17.362746  -26.532453   37.768695
4873   -17.364662  -26.531526   36.646978
4874   -17.440533  -26.494962   33.189910
4875   -17.901937  -26.272620   34.005086
4876   -17.373636  -26.527203   38.246688
4877   -16.869085  -26.770346   39.409515
4878   -16.665855  -26.868285   35.033825
4879   -16.352701  -27.019193   33.434330
4880   -17.019562  -26.697847   33.101137
4881   -17.658424  -26.389991   29.406326
4882   -18.277032  -26.091894   27.514758
4883   -18.459486  -26.003968   25.445401
4884   -18.676767  -25.899254   26.946643
4885   -19.518236  -25.493761   27.728892
4886   -20.354847  -25.090616   25.874395
4887   -21.094624  -24.734135   24.356222
4888   -21.546803  -24.516241   20.877149
4889   -21.654951  -24.464123   15.339465
4890   -21.118140  -24.722796   11.438561
4891   -20.110157  -25.208517    9.586097
4892   -19.514216  -25.495684   10.100346
4893   -19.018926  -25.734355   12.704198
4894   -17.980789  -26.234616   17.812138
4895   -16.644113  -26.878732   21.619721
4896   -15.785985  -27.292250   27.770634
4897   -15.492322  -27.433766   29.733659
4898   -16.071869  -27.154496   29.478840
4899   -16.837188  -26.785708   31.818809
4900   -16.883169  -26.763554   33.565317
4901   -17.326748  -26.549803   34.292751
4902   -18.503535  -25.982728   36.231774
4903   -19.379425  -25.560647   33.482194
4904   -19.244240  -25.625781   30.865814
4905   -18.037314  -26.207359   27.134917
4906   -17.156289  -26.631889   26.792560
4907   -16.653509  -26.874138   32.268097
4908   -16.762367  -26.821634   34.351266
4909   -16.236910  -27.074780   34.484284
4910   -15.978343  -27.199296   37.737866
4911   -15.946460  -27.214542   38.650711
4912   -15.268757  -27.540951   41.449542
4913   -14.597768  -27.864053   41.466080
4914   -14.137186  -28.085664   39.109474
4915   -14.352216  -27.981568   32.030881
4916   -15.524388  -27.416056   28.370886
4917   -16.369010  -27.008110   30.558333
4918   -16.904782  -26.748608   33.214434
4919   -16.726884  -26.832463   34.232559
4920   -15.582263  -27.381393   32.651724
4921   -14.828386  -27.740936   34.227970
4922   -14.978577  -27.663283   34.907416
4923   -15.659454  -27.327728   36.474536
4924   -15.600163  -27.345774   37.283081
4925   -16.035751  -27.120999   38.668261
4926   -16.604637  -26.825844   39.371964
4927   -16.843204  -26.681183   38.033451
4928   -16.598976  -26.756895   37.892776
4929   -16.122536  -26.927165   36.254714
4930   -14.577832  -27.587712   31.760714
4931   -11.646037  -28.881904   24.994048
4932    -9.089538  -29.964912   21.089017
4933    -6.791336  -30.684764   22.515714
4934    -5.612616  -31.055339   23.682515
4935    -4.383336  -31.250213   23.866930
4936    -3.985797  -31.306791   26.749638
4937    -4.364863  -31.282189   33.753213
4938    -4.903649  -31.238661   38.352390
4939    -5.695680  -31.182047   37.529623
4940    -5.555404  -31.182102   33.246608
4941    -5.217715  -31.196936   25.746870
4942    -5.985082  -31.151816   20.931348
4943    -6.944911  -31.097103   20.565772
4944    -7.186696  -31.083443   23.456775
4945    -6.885583  -31.100578   29.868420
4946    -6.803959  -31.105332   36.163668
4947    -7.348192  -31.074739   39.386225
4948    -7.290049  -31.078072   35.726257
4949    -6.717022  -31.110418   35.710219
4950    -5.805500  -31.161844   31.805455
4951    -4.568029  -31.231644   30.356991
4952    -4.085043  -31.258884   32.422398
4953    -4.924268  -31.211540   31.254757
4954    -4.967397  -31.209108   31.715100
4955    -4.163991  -31.254430   30.279353
4956    -3.711012  -31.279989   27.254408
4957    -3.561352  -31.288438   26.319865
4958    -3.319744  -31.302070   27.167178
4959    -3.742845  -31.278202   28.303130
4960    -5.224760  -31.194610   30.847221
4961    -6.190998  -31.140108   30.500326
4962    -6.006060  -31.150544   32.507776
4963    -5.508014  -31.178642   37.240584
4964    -4.599287  -31.229906   37.278876
4965    -3.901626  -31.269257   39.053153
4966    -2.935523  -31.323751   43.157952
4967    -2.689536  -31.337628   44.894203
4968    -2.890182  -31.326310   43.484514
4969    -3.387705  -31.298245   39.056448
4970    -4.377402  -31.242413   37.617996
4971    -5.024699  -31.205893   35.666463
4972    -6.302084  -31.133836   36.067215
4973    -6.585126  -31.117873   37.871949
4974    -6.886568  -31.100866   36.422290
4975    -7.535730  -31.064246   34.861685
4976    -7.802161  -31.049215   32.747253
4977    -7.934569  -31.041752   32.280879
4978    -7.547481  -31.063588   32.735213
4979    -6.487759  -31.123368   30.648800
4980    -6.345057  -31.131423   29.070799
4981    -6.183394  -31.140545   29.741935
4982    -5.854975  -31.159070   31.517554
4983    -6.058265  -31.147599   34.651907
4984    -5.814977  -31.161319   33.316400
4985    -5.263053  -31.192449   32.649006
4986    -4.994374  -31.207605   31.064398
4987    -5.609108  -31.172923   27.404523
4988    -5.328869  -31.188726   26.214093
4989    -5.352772  -31.187379   28.582448
4990    -5.561148  -31.175633   29.337608
4991    -6.014592  -31.150057   31.245448
4992    -5.873614  -31.158009   33.515700
4993    -4.860131  -31.215177   35.343283
4994    -4.179573  -31.253565   33.826418
4995    -4.705081  -31.223923   30.547268
4996    -4.785973  -31.219360   31.023691
4997    -5.145887  -31.199061   35.525546
4998    -5.980431  -31.151983   39.231498
4999    -6.237116  -31.137501   41.771688
5000    -5.906060  -31.156170   41.463701
5001    -6.504974  -31.122380   37.831994
5002    -6.184323  -31.140465   38.126041
5003    -6.359871  -31.130565   35.696733
5004    -7.284431  -31.078416   33.138523
5005    -7.425219  -31.070476   32.974819
5006    -7.292284  -31.077976   32.820293
5007    -6.122434  -31.143970   30.345991
5008    -5.333621  -31.188469   31.413319
5009    -5.359919  -31.186987   32.770590
5010    -4.843901  -31.216094   34.003881
5011    -4.674681  -31.225638   36.684839
5012    -4.529135  -31.233846   34.851535
5013    -4.595159  -31.230115   34.347971
5014    -5.477688  -31.180328   38.649958
5015    -5.993260  -31.151246   40.753991
5016    -5.795228  -31.162421   40.397609
5017    -6.449071  -31.125543   36.334857
5018    -6.456852  -31.125101   32.433615
5019    -6.292746  -31.134344   27.603672
5020    -6.493790  -31.122987   23.968244
5021    -6.887375  -31.100764   22.395389
5022    -6.673361  -31.112815   25.643326
5023    -6.812427  -31.104933   29.511238
5024    -7.192743  -31.083432   27.775503
5025    -8.549091  -31.006860   24.856272
5026    -9.305327  -30.964115   23.434242
5027    -9.469271  -30.954750   26.186033
5028    -9.703509  -30.941364   29.125331
5029    -9.487285  -30.953309   30.298728
5030    -9.411794  -30.957208   31.510774
5031    -9.982801  -30.924489   34.081820
5032   -10.351950  -30.902940   33.532238
5033   -10.019262  -30.920690   27.943130
5034    -9.296892  -30.959999   23.653415
5035    -8.169807  -31.021548   22.851400
5036    -7.649419  -31.048041   27.515818
5037    -6.655480  -31.100066   28.517002
5038    -6.063332  -31.127750   28.623670
5039    -4.868555  -31.187066   27.182129
5040    -3.839514  -31.233702   27.022437
5041    -3.806022  -31.219466   28.599183
5042    -3.686557  -31.203426   27.310470
5043    -3.281107  -31.194103   26.247615
5044    -2.669157  -31.183126   29.292457
5045    -2.879812  -31.106953   36.204802
5046    -2.149943  -31.057280   38.437784
5047    -1.189333  -30.983107   40.054707
5048     0.761168  -30.911748   38.582908
5049     3.225782  -30.794467   32.633605
5050     5.875643  -30.517381   29.484666
5051     7.215485  -30.467839   30.049663
5052     8.195778  -30.345872   33.245294
5053     8.422781  -30.360451   37.326987
5054     7.737145  -30.627720   38.431759
5055     6.465233  -31.071962   33.291022
5056     6.076697  -31.199303   27.647025
5057     6.656582  -30.988348   25.352782
5058     7.158285  -30.807380   25.910141
5059     7.131878  -30.813561   26.637801
5060     7.484859  -30.688780   25.735948
5061     8.055233  -30.488912   26.444799
5062     8.632764  -30.286954   26.175407
5063     9.186587  -30.093419   24.033028
5064     9.374317  -30.027897   23.172504
5065     9.057875  -30.138618   22.519127
5066     8.773400  -30.238127   23.611384
5067     7.778601  -30.585968   25.279251
5068     7.359295  -30.732580   29.970603
5069     6.775641  -30.936646   33.494907
5070     6.470234  -31.043421   35.991740
5071     5.453813  -31.398793   34.750948
5072     5.154729  -31.503358   35.277939
5073     5.973761  -31.216987   36.668312
5074     7.497228  -30.684328   35.538375
5075     8.185865  -30.443551   29.696170
5076     8.111813  -30.469440   24.959067
5077     7.661553  -30.626862   24.457815
5078     6.769886  -30.938619   26.613583
5079     5.272164  -31.462271   29.312949
5080     4.671034  -31.672445   33.804910
5081     4.294648  -31.804045   37.069750
5082     4.730833  -31.651546   43.823978
5083     5.806311  -31.275528   47.705143
5084     6.685164  -30.968252   48.489671
5085     7.060046  -30.837181   45.300326
5086     6.404422  -31.066410   45.807418
5087     6.462830  -31.045985   43.950848
5088     6.535105  -31.020716   42.461089
5089     5.641707  -31.333078   41.459005
5090     5.464785  -31.394930   40.559293
5091     6.065576  -31.184871   38.967037
5092     5.713103  -31.308103   38.200187
5093     5.444735  -31.401934   35.538723
5094     5.304211  -31.451071   32.719674
5095     4.736203  -31.649676   29.813012
5096     4.981230  -31.564013   29.474721
5097     5.856864  -31.257861   28.160382
5098     6.172658  -31.147448   29.177538
5099     5.534112  -31.370701   33.724264
5100     5.233540  -31.475790   35.565027
5101     5.368876  -31.428471   31.786955
5102     6.740877  -30.948770   30.504818
5103     8.103643  -30.472302   30.420334
5104     9.281227  -30.060576   30.101614
5105    10.370222  -29.679821   30.974030
5106    10.804246  -29.528068   31.513240
5107    10.601050  -29.599113   35.135541
5108    10.040186  -29.795208   39.065176
5109     9.108345  -30.121002   41.337497
5110     8.668339  -30.274835   40.310052
5111     8.093861  -30.475690   34.497758
5112     7.079846  -30.830226   32.057938
5113     6.692472  -30.965670   25.714330
5114     6.494248  -31.034985   21.575883
5115     6.636333  -30.985312   21.025830
5116     6.701584  -30.962501   18.948040
5117     6.058418  -31.187373   18.487573
5118     5.552301  -31.364328   21.219909
5119     5.211318  -31.483544   24.629148
5120     5.466801  -31.394215   25.889798
5121     6.573782  -31.007174   29.369191
5122     7.098277  -30.823795   32.263496
5123     6.983610  -30.863890   32.828774
5124     6.795766  -30.929575   34.647832
5125     6.112222  -31.168573   33.277608
5126     5.495551  -31.384183   34.700587
5127     5.283262  -31.458405   36.252008
5128     6.150641  -31.155138   40.553327
5129     6.556593  -31.013202   41.275591
5130     7.227438  -30.778654   39.405255
5131     7.342507  -30.738429   37.049292
5132     7.639795  -30.634489   35.741731
5133     7.074860  -30.832012   36.236998
5134     6.425984  -31.058882   36.687461
5135     6.898668  -30.893611   33.489039
5136     7.629969  -30.637915   32.086053
5137     7.499028  -30.683696   29.928232
5138     6.648128  -30.981198   25.144095
5139     5.790847  -31.280924   23.543682
5140     5.810162  -31.274166   24.973049
5141     5.005144  -31.555622   22.710533
5142     4.219216  -31.830408   20.024924
5143     4.121008  -31.864745   20.075141
5144     4.347779  -31.785462   24.181183
5145     4.554331  -31.713247   26.830102
5146     4.740871  -31.648032   30.445038
5147     4.779123  -31.634670   28.004103
5148     5.312826  -31.448078   24.220474
5149     6.052207  -31.189575   23.191274
5150     7.167729  -30.799562   25.302630
5151     8.193362  -30.440975   25.096269
5152     8.249163  -30.421476   26.761979
5153     7.490744  -30.686663   31.070768
5154     6.479629  -31.040215   36.149943
5155     6.008598  -31.204950   35.197556
5156     6.397159  -31.069162   35.671778
5157     6.478506  -31.040813   35.979763
5158     6.515095  -31.028156   33.467340
5159     5.923495  -31.235188   35.278991
5160     6.254394  -31.119756   34.205027
5161     6.366894  -31.080783   37.010001
5162     6.758677  -30.944312   36.603501
5163     6.424149  -31.062002   35.472977
5164     5.394304  -31.423098   33.731725
5165     4.448722  -31.755157   34.476690
5166     4.153569  -31.860411   31.817340
5167     4.592451  -31.709864   29.288310
5168     5.897456  -31.257694   27.715908
5169     6.995880  -30.879451   30.686451
5170     6.920928  -30.913854   33.645635
5171     6.377727  -31.115353   30.402512
5172     6.385318  -31.129055   28.535941
5173     6.272196  -31.191722   31.827658
5174     6.708402  -31.071878   37.757607
5175     7.978255  -30.674056   39.691241
5176     9.834563  -30.090261   40.776924
5177    12.064342  -29.436528   38.066052
5178    14.090163  -28.624416   38.088740
5179    14.981963  -28.414347   35.466853
5180    15.600461  -28.145220   31.898845
5181    16.443913  -27.498105   27.779336
5182    17.160647  -26.879249   25.214681
5183    17.451320  -26.609468   23.670342
5184    17.298032  -26.730199   23.014302
5185    17.214432  -26.791978   24.048323
5186    17.705444  -26.345488   23.478708
5187    18.643514  -25.503615   24.590923
5188    19.074827  -25.116775   29.194153
5189    18.772075  -25.386793   32.372190
5190    18.887486  -25.283777   29.935067
5191    18.687623  -25.462490   26.287449
5192    19.140137  -25.058474   21.187419
5193    19.209204  -24.996893   17.958386
5194    19.178883  -25.024033   16.631973
5195    18.792644  -25.369051   15.679974
5196    18.820701  -25.343996   16.205539
5197    18.450389  -25.674757   17.715514
5198    18.462635  -25.663816   18.810964
5199    18.019255  -26.059836   18.564071
5200    18.412306  -25.708755   18.952715
5201    18.891802  -25.280462   21.743311
5202    18.737679  -25.418123   24.131301
